Category,Country,Year,Value
Survivors,Germany,2019,1.8927462959870553
Survivors,Germany,2020,2.0048569490490187
Survivors,Denmark,2012,0.007699015625859266
Survivors,Denmark,2013,0.007806983540018712
Survivors,Denmark,2014,0.007676185387402778
Survivors,Denmark,2015,0.006483098525516305
Survivors,Denmark,2016,0.007276331400866872
Survivors,Denmark,2017,0.006750151454403234
Survivors,Denmark,2018,0.008434528379211104
Survivors,Denmark,2019,0.012664509392413701
Survivors,Denmark,2020,0.012220950943948174
Survivors,Estonia,2012,0.08093008199054513
Survivors,Estonia,2013,0.0735029718467754
Survivors,Estonia,2014,0.06783651400125697
Survivors,Estonia,2015,0.06543424101127407
Survivors,Estonia,2016,0.06299458798320758
Survivors,Estonia,2017,0.05832102577873255
Survivors,Estonia,2018,0.06632680605579164
Survivors,Estonia,2019,0.06375001350635878
Survivors,Estonia,2020,0.06772255598033862
Survivors,Greece,2012,1.8022025622595959
Survivors,Greece,2013,1.5409896578024556
Survivors,Greece,2014,1.643571283486425
Survivors,Greece,2015,1.66979552517479
Survivors,Greece,2016,1.7507745243108366
Survivors,Greece,2017,2.150326110182167
Survivors,Greece,2018,2.0622897263665103
Survivors,Greece,2019,2.0387104093128374
Survivors,Greece,2020,2.3354668727052665
Survivors,Spain,2012,2.3150913971820493
Survivors,Spain,2013,2.4070298439173214
Survivors,Spain,2014,2.419020577024389
Survivors,Spain,2015,2.3437702904761375
Survivors,Spain,2016,2.2923134904255127
Survivors,Spain,2017,2.223155084077998
Survivors,Spain,2018,2.2208580905238904
Survivors,Spain,2019,2.2695869091691536
Survivors,Spain,2020,2.5732811324619473
Survivors,Finland,2012,0.7869198207295175
Survivors,Finland,2013,0.8016797098682955
Survivors,Finland,2014,0.8032982595204377
Survivors,Finland,2015,0.7819854767367599
Survivors,Finland,2016,0.6960343511801322
Survivors,Finland,2017,0.6654853491588637
Survivors,Finland,2018,0.6574945815593116
Survivors,Finland,2019,0.6378774108013908
Survivors,Finland,2020,0.6519967400162999
Survivors,France,2012,1.5995756423292946
Survivors,France,2013,1.5910247030378486
Survivors,France,2014,1.5840801203852513
Survivors,France,2015,1.5580650208876146
Survivors,France,2016,1.5401080242009302
Survivors,France,2017,1.510724599323885
Survivors,France,2018,1.4801722671545707
Survivors,France,2019,1.4548527568729528
Survivors,France,2020,1.5484302104897316
Survivors,Croatia,2012,1.0813245721764544
Survivors,Croatia,2013,1.0497984791986876
Survivors,Croatia,2014,1.0841322054781752
Survivors,Croatia,2015,1.0906383194978113
Survivors,Croatia,2016,1.0511484261291502
Survivors,Croatia,2017,1.0188873262259959
Survivors,Croatia,2018,1.2895471228804565
Survivors,Croatia,2019,1.2549331109689383
Survivors,Croatia,2020,1.3804687763386738
Survivors,Hungary,2012,1.2756415116172357
Survivors,Hungary,2013,1.2497102397600932
Survivors,Hungary,2014,1.1530737654779897
Survivors,Hungary,2015,1.0766816501316594
Survivors,Hungary,2016,1.0297129517090344
Survivors,Hungary,2017,0.952019567847828
Survivors,Hungary,2018,0.8721498574836867
Survivors,Hungary,2019,0.8045665584493138
Survivors,Hungary,2020,0.8096411067537812
Survivors,Ireland,2012,0.8900700052501089
Survivors,Ireland,2013,0.8803193623452001
Survivors,Ireland,2014,0.8118504120251049
Survivors,Ireland,2015,0.6127937959333916
Survivors,Ireland,2016,0.5982118041355962
Survivors,Ireland,2017,0.5346194559972488
Survivors,Ireland,2018,0.5091979856186472
Survivors,Ireland,2019,0.4819954662765773
Survivors,Ireland,2020,0.4961425440219892
Survivors,Iceland,2012,0.01742175454490022
Survivors,Iceland,2013,0.016484105201559397
Survivors,Iceland,2014,0.0163294390095453
Survivors,Iceland,2015,0.014561293549346956
Survivors,Iceland,2016,0.013826698290807373
Survivors,Iceland,2017,0.013687567582364939
Survivors,Iceland,2018,0.013488541484009336
Survivors,Iceland,2019,0.013530212965552079
Survivors,Iceland,2020,0.02736165264381969
Survivors,Italy,2012,2.6646823758816325
Survivors,Italy,2013,2.7485328953075405
Survivors,Italy,2014,2.735273861660547
Survivors,Italy,2015,2.721108161089313
Survivors,Italy,2016,2.644495168850235
Survivors,Italy,2017,2.590705201587845
Survivors,Italy,2018,2.5594572220975245
Survivors,Italy,2019,2.5422334975372203
Survivors,Italy,2020,2.801722295039676
Survivors,Lithuania,2012,0.3983813326469163
Survivors,Lithuania,2013,0.37386378230282963
Survivors,Lithuania,2014,0.34689855199241143
Survivors,Lithuania,2015,0.3395303877019309
Survivors,Lithuania,2016,0.32347730387581347
Survivors,Lithuania,2017,0.3075008929352852
Survivors,Lithuania,2018,0.29242978169930045
Survivors,Lithuania,2019,0.2893175377544052
Survivors,Lithuania,2020,0.3046036134507812
Survivors,Luxembourg,2012,0.013970623003812906
Survivors,Luxembourg,2013,0.0018331992382038722
Survivors,Luxembourg,2014,0.0017377435978629615
Survivors,Luxembourg,2015,0.0018469847051196568
Survivors,Luxembourg,2016,0.00160119271065914
Survivors,Luxembourg,2017,0.0018910481220173014
Survivors,Luxembourg,2018,0.0018296374656527152
Survivors,Luxembourg,2019,0.0019238908769094619
Survivors,Luxembourg,2020,0.0016980287429956315
Survivors,Latvia,2012,0.21812422219708114
Survivors,Latvia,2013,0.20227016449259147
Survivors,Latvia,2014,0.18666034589304914
Survivors,Latvia,2015,0.17458825253030877
Survivors,Latvia,2016,0.16790625628170414
Survivors,Latvia,2017,0.17306295489245638
Survivors,Latvia,2018,0.17767960046100653
Survivors,Latvia,2019,0.179604023651666
Survivors,Latvia,2020,0.1947580378952928
Survivors,Malta,2012,1.7516464118405868
Survivors,Malta,2013,1.63135833238926
Survivors,Malta,2014,1.5072390899429786
Survivors,Malta,2015,1.341442676083107
Survivors,Malta,2016,1.335723975676163
Survivors,Malta,2017,1.2574770035018346
Survivors,Malta,2018,1.2037680487993205
Survivors,Malta,2019,1.1172317480021725
Survivors,Malta,2020,1.2587359465208143
Survivors,Netherlands,2012,0.1686152112054839
Survivors,Netherlands,2013,0.14580680522603084
Survivors,Netherlands,2014,0.12121031627851568
Survivors,Netherlands,2015,0.09275254779654729
Survivors,Netherlands,2016,0.07976429298483631
Survivors,Netherlands,2017,0.07261436084460256
Survivors,Netherlands,2018,0.06628018300048967
Survivors,Netherlands,2019,0.05940557526858577
Survivors,Netherlands,2020,0.05749940366338996
Survivors,Norway,2012,0.21409820652658734
Survivors,Norway,2013,0.2062614561629357
Survivors,Norway,2014,0.1994417322576656
Survivors,Norway,2015,0.20162587307119492
Survivors,Norway,2016,0.2019997227162478
Survivors,Norway,2017,0.1880217857157893
Survivors,Norway,2018,0.1794140250997162
Survivors,Norway,2019,0.1810859405062026
Survivors,Norway,2020,0.1854262294167902
Survivors,Poland,2012,1.7917462182405637
Survivors,Poland,2013,1.8988743329580764
Survivors,Poland,2014,1.8349829299049614
Survivors,Poland,2015,1.792666295361053
Survivors,Poland,2016,1.7620621596556727
Survivors,Poland,2017,1.6703859351108246
Survivors,Poland,2018,1.594876675361986
Survivors,Poland,2019,1.6377883613046045
Survivors,Poland,2020,1.618805535789224
Survivors,Portugal,2012,1.8089599490420427
Survivors,Portugal,2013,1.8251850670088916
Survivors,Portugal,2014,1.8150435385085668
Survivors,Portugal,2015,1.824239955662689
Survivors,Portugal,2016,1.786532024807791
Survivors,Portugal,2017,1.7011215266153332
Survivors,Portugal,2018,1.7046642503000962
Survivors,Portugal,2019,1.6677348902341973
Survivors,Portugal,2020,1.8582288253127262
Survivors,Romania,2012,0.07716060459460895
Survivors,Romania,2013,0.07773095574093132
Survivors,Romania,2014,0.07334456532715397
Survivors,Romania,2015,0.07854621499577635
Survivors,Romania,2016,0.07851013437472201
Survivors,Romania,2017,0.08015064458500314
Survivors,Romania,2018,0.09831519969486378
Survivors,Romania,2019,0.10665603228854136
Survivors,Romania,2020,0.12989451513153177
Survivors,Sweden,2012,0.38726891237988537
Survivors,Sweden,2013,0.36992133315619957
Survivors,Sweden,2014,0.3296919403902023
Survivors,Sweden,2015,0.2937246031622322
Survivors,Sweden,2016,0.27246220777173574
Survivors,Sweden,2017,0.25106999523983625
Survivors,Sweden,2018,0.2275677110079161
Survivors,Sweden,2019,0.20798142888148646
Survivors,Sweden,2020,0.20003895484484233
Survivors,Slovenia,2012,1.6690894346169864
Survivors,Slovenia,2013,1.6437018403864565
Survivors,Slovenia,2014,1.5507130463433623
Survivors,Slovenia,2015,1.5152139110381289
Survivors,Slovenia,2016,1.4400443090556632
Survivors,Slovenia,2017,1.37405751511812
Survivors,Slovenia,2018,1.269064854837901
Survivors,Slovenia,2019,1.2214344437095508
Survivors,Slovenia,2020,1.3734405771087566
Survivors,Slovakia,2012,0.8511961417148568
Survivors,Slovakia,2013,0.8745811675759267
Survivors,Slovakia,2014,0.8680562376808177
Survivors,Slovakia,2015,0.8368070289294361
Survivors,Slovakia,2016,0.8132632418304513
Survivors,Slovakia,2017,0.8100871738362748
Survivors,Slovakia,2018,0.7779719987938765
Survivors,Slovakia,2019,0.7636796823295832
Survivors,Slovakia,2020,0.8033074342334858
Family and children,Austria,2012,2.3707606706982203
Family and children,Austria,2013,2.3292258162910584
Family and children,Austria,2014,2.26654311726897
Family and children,Austria,2015,2.3064218350058616
Family and children,Austria,2016,2.267734502583835
Family and children,Austria,2017,2.164245960398189
Family and children,Austria,2018,2.112028812733584
Family and children,Austria,2019,2.0267165530082245
Family and children,Austria,2020,2.379577081296706
Family and children,Belgium,2012,2.4684682865034917
Family and children,Belgium,2013,2.335624109142741
Family and children,Belgium,2014,2.3474249466443577
Family and children,Belgium,2015,2.268866867257945
Family and children,Belgium,2016,2.189519148875816
Family and children,Belgium,2017,2.165778639303755
Family and children,Belgium,2018,2.1732817332346777
Family and children,Belgium,2019,2.173071900886878
Family and children,Belgium,2020,2.3533669126798533
Family and children,Bulgaria,2012,1.7646863936691843
Family and children,Bulgaria,2013,1.9319765423232234
Family and children,Bulgaria,2014,2.0966392413889277
Family and children,Bulgaria,2015,2.0302407868629166
Family and children,Bulgaria,2016,1.9443094656685755
Family and children,Bulgaria,2017,1.8882076019439835
Family and children,Bulgaria,2018,1.9187262560293676
Family and children,Bulgaria,2019,1.7633633048238666
Family and children,Bulgaria,2020,1.925731964717086
Family and children,Switzerland,2012,0.5515785389413886
Family and children,Switzerland,2013,0.5650809782650601
Family and children,Switzerland,2014,0.5876486844782391
Family and children,Switzerland,2015,0.5997448254903381
Family and children,Switzerland,2016,0.5916382247893939
Family and children,Switzerland,2017,0.591643426354668
Family and children,Switzerland,2018,0.5753499405180884
Family and children,Switzerland,2019,0.6048787542486289
Family and children,Switzerland,2020,0.6396848392535643
Family and children,Cyprus,2012,1.9758507135016465
Family and children,Cyprus,2013,1.8780175495972908
Family and children,Cyprus,2014,2.7907429015947103
Family and children,Cyprus,2015,2.908460672529285
Family and children,Cyprus,2016,2.9873039581777445
Family and children,Cyprus,2017,2.837183198440361
Family and children,Cyprus,2018,2.730321890095086
Family and children,Cyprus,2019,2.5638370397217836
Family and children,Cyprus,2020,2.9203147765004633
Family and children,Czechia,2012,1.7193818713000693
Family and children,Czechia,2013,1.697463023990117
Family and children,Czechia,2014,1.6020017576841659
Family and children,Czechia,2015,1.5547463938635817
Family and children,Czechia,2016,1.5428444221519004
Family and children,Czechia,2017,1.5182897901386112
Family and children,Czechia,2018,1.6097985263342502
Family and children,Czechia,2019,1.615993723779827
Family and children,Czechia,2020,1.8645965300219551
Family and children,Germany,2012,1.603352626843599
Family and children,Germany,2013,1.6063812758994787
Family and children,Germany,2014,1.6047522912588856
Family and children,Germany,2015,1.6528759029535587
Family and children,Germany,2016,1.7575301300905337
Family and children,Germany,2017,1.720117778131466
Family and children,Germany,2018,1.7318634952235215
Family and children,Germany,2019,1.7337314223524871
Family and children,Germany,2020,2.1511527178652914
Family and children,Denmark,2012,4.911539881686556
Family and children,Denmark,2013,4.928796058787359
Family and children,Denmark,2014,4.732932716729945
Family and children,Denmark,2015,4.540110234651539
Family and children,Denmark,2016,4.442235642226318
Family and children,Denmark,2017,4.357409325792159
Family and children,Denmark,2018,4.315733173860107
Family and children,Denmark,2019,4.258376668355267
Family and children,Denmark,2020,4.3731758787296755
Family and children,Estonia,2012,1.8937639185787563
Family and children,Estonia,2013,1.839689489603824
Family and children,Estonia,2014,1.8091399726658752
Family and children,Estonia,2015,2.277111587192338
Family and children,Estonia,2016,2.35838862602826
Family and children,Estonia,2017,2.432700053705693
Family and children,Estonia,2018,2.6237650488581763
Family and children,Estonia,2019,2.661653106282438
Family and children,Estonia,2020,2.788640087383943
Family and children,Greece,2012,0.6545259968383156
Family and children,Greece,2013,0.7010057570306263
Family and children,Greece,2014,0.7210724683472883
Family and children,Greece,2015,0.658846315875418
Family and children,Greece,2016,0.6584746083250904
Family and children,Greece,2017,0.6794668728809057
Family and children,Greece,2018,0.8710292011982778
Family and children,Greece,2019,0.8944582855198111
Family and children,Greece,2020,1.013869517350953
Family and children,Spain,2012,0.732903761405251
Family and children,Spain,2013,0.6621095606151604
Family and children,Spain,2014,0.6677267656264526
Family and children,Spain,2015,0.7018881505474486
Family and children,Spain,2016,0.7436155130022792
Family and children,Spain,2017,0.7625858930642103
Family and children,Spain,2018,0.8289176722523153
Family and children,Spain,2019,0.9368830353436697
Family and children,Spain,2020,1.0356094737962538
Family and children,Finland,2012,3.2904390734043982
Family and children,Finland,2013,3.3241810680253128
Family and children,Finland,2014,3.2769928998487172
Family and children,Finland,2015,3.223502140643849
Family and children,Finland,2016,3.150543863036622
Family and children,Finland,2017,3.018546095686718
Family and children,Finland,2018,2.978214870085924
Family and children,Finland,2019,3.0201202378073693
Family and children,Finland,2020,3.0721985565329906
Family and children,France,2012,2.48175510962254
Family and children,France,2013,2.4971318101501567
Family and children,France,2014,2.5049249569138956
Family and children,France,2015,2.441330912213796
Family and children,France,2016,2.375377608007416
Family and children,France,2017,2.3432446385709476
Family and children,France,2018,2.282692127045757
Family and children,France,2019,2.2322455987053025
Family and children,France,2020,2.400248607533795
Family and children,Croatia,2012,1.7969037139297015
Family and children,Croatia,2013,1.8900873369324283
Family and children,Croatia,2014,2.089608562121071
Family and children,Croatia,2015,2.197848331451526
Family and children,Croatia,2016,1.7245931975318292
Family and children,Croatia,2017,1.709882186776671
Family and children,Croatia,2018,1.8928018928018926
Family and children,Croatia,2019,1.9024376217552887
Family and children,Croatia,2020,2.1451703424300295
